,Neighborhood code,Neighborhood name,Price,Venue,Venue Latitude,Venue Longitude,Venue Category
35,101,PALACIO             ,2,Gustos Madrid - Plaza Mayor,40.41502,-3.707985,Mediterranean Restaurant
36,101,PALACIO             ,2,Posada de la Villa,40.413085497,-3.708450842,Restaurant
37,101,PALACIO             ,2,Casa Revuelta,40.4138315511733,-3.7080649861662147,Spanish Restaurant
38,101,PALACIO             ,2,El Buey,40.42072864835552,-3.7111366883840526,Restaurant
39,101,PALACIO             ,2,Txirimiri,40.4111523934205,-3.710426686180131,Tapas Restaurant
40,101,PALACIO             ,2,La Bola,40.4199676686983,-3.7104016049951802,Spanish Restaurant
41,101,PALACIO             ,2,Restaurante Los Castaños,40.410113964559535,-3.712272903700864,Spanish Restaurant
42,101,PALACIO             ,2,Taberna de Lucio,40.41229848790274,-3.7094832512315294,Tapas Restaurant
43,101,PALACIO             ,2,Xentes,40.40998159530203,-3.710378455989174,Spanish Restaurant
44,101,PALACIO             ,2,Casa Dani,40.40923486655367,-3.7110553920231495,Tapas Restaurant
45,101,PALACIO             ,2,Taberna del Capitán Alatriste,40.41262258,-3.708385061,Spanish Restaurant
46,101,PALACIO             ,2,Taberna Angosta,40.412032539078474,-3.7122952048668605,Spanish Restaurant
47,101,PALACIO             ,2,Taberna Tempranillo,40.411982539289724,-3.710063750704225,Spanish Restaurant
48,101,PALACIO             ,2,El Ventorrillo,40.413000344022095,-3.7138676599138702,Spanish Restaurant
49,101,PALACIO             ,2,Taberna Almendro 13,40.41253841254097,-3.71004547721055,Spanish Restaurant
50,101,PALACIO             ,2,Café del Rio,40.416920356820455,-3.7230758347551003,Diner
51,101,PALACIO             ,2,La Copita Asturiana,40.410846896161296,-3.7113859235242783,Spanish Restaurant
52,101,PALACIO             ,2,La Fogata,40.41374461475548,-3.7243196202681768,Latin American Restaurant
53,101,PALACIO             ,2,La Panera de Arman,40.41323910784528,-3.719420430855074,BBQ Joint
54,101,PALACIO             ,2,By Cruz,40.41240797468785,-3.717639100715398,Spanish Restaurant
55,101,PALACIO             ,2,Viuda de Vacas,40.41018306648771,-3.7119284592272157,Spanish Restaurant
56,101,PALACIO             ,2,Sushicome,40.41136898463154,-3.7184115064841117,Japanese Restaurant
57,101,PALACIO             ,2,El camarote,40.411621709878865,-3.71074110170837,Restaurant
58,101,PALACIO             ,2,Los Tronquitos,40.409952111488224,-3.7195663426169174,Spanish Restaurant
59,101,PALACIO             ,2,La Herradura,40.40857850865012,-3.717496643019891,Spanish Restaurant
60,101,PALACIO             ,2,Dudua Palacio,40.42171699500072,-3.7134925258995657,Spanish Restaurant
61,101,PALACIO             ,2,El Delantal,40.412155107845614,-3.7175571357130823,Spanish Restaurant
62,101,PALACIO             ,2,1.2.3 Wok,40.42125142401175,-3.719169465969522,Asian Restaurant
63,101,PALACIO             ,2,Restaurante Cantalejo,40.41209770961008,-3.707899389835443,Spanish Restaurant
64,101,PALACIO             ,2,SUSHIYA,40.4216804785944,-3.7150293431782604,Sushi Restaurant
65,101,PALACIO             ,3,Taberna Rayuela,40.41317891156541,-3.7134962971934686,Tapas Restaurant
66,101,PALACIO             ,3,Café de Oriente,40.41808083605312,-3.7118667284955524,Spanish Restaurant
67,101,PALACIO             ,3,Taberna Sanlúcar,40.410970654839254,-3.71319061442631,Tapas Restaurant
68,101,PALACIO             ,3,Zoco Comidero Bar,40.41328907548855,-3.7134631663750186,Gastropub
69,101,PALACIO             ,3,La Esquina del Real,40.41735567714916,-3.710364295560296,French Restaurant
70,101,PALACIO             ,3,Taberna Almería,40.410716,-3.712309,Tapas Restaurant
71,101,PALACIO             ,3,Mar&Ola,40.412110647922,-3.7106201645978993,Tapas Restaurant
72,101,PALACIO             ,3,Casa Lucas,40.412314855210234,-3.7094367228292757,Tapas Restaurant
73,101,PALACIO             ,3,Lhardy,40.41543499531071,-3.708833665033407,Tapas Restaurant
74,101,PALACIO             ,3,Matritum,40.412177606420805,-3.709223228765578,Tapas Restaurant
75,101,PALACIO             ,3,La Chusquery,40.412229741330215,-3.711640374277176,Tapas Restaurant
76,101,PALACIO             ,3,El Mollete,40.419912891328146,-3.710502973556587,Tapas Restaurant
77,101,PALACIO             ,3,Caripén Bistró,40.42061439651598,-3.7119170330687625,French Restaurant
78,101,PALACIO             ,3,Botín,40.41401880132313,-3.708135518254039,Spanish Restaurant
79,101,PALACIO             ,3,Mesón del Champiñón,40.414956249703074,-3.7082325358687616,Tapas Restaurant
80,101,PALACIO             ,3,Taberna La Concha,40.41328553264532,-3.7083632649818323,Tapas Restaurant
81,101,PALACIO             ,3,Casa Victor,40.412429001191434,-3.7091671270452693,Tapas Restaurant
82,101,PALACIO             ,3,Taberna El Buo,40.41133282498083,-3.7104427441233305,Tapas Restaurant
83,101,PALACIO             ,3,La Trastienda,40.41198284759262,-3.7146301644124278,Tapas Restaurant
84,101,PALACIO             ,3,El Bombín de Sabina,40.410267960621866,-3.711838411130233,Tapas Restaurant
85,101,PALACIO             ,3,Casa Curro Taberna,40.412426160447765,-3.709206768870448,Tapas Restaurant
86,101,PALACIO             ,3,Taberna Txakolina,40.41240423456137,-3.7092335872572075,Tapas Restaurant
87,101,PALACIO             ,3,Buhoa & Lounge,40.41150456705449,-3.710179696169093,Gastropub
88,101,PALACIO             ,3,Mama Juana GastroPub,40.410986,-3.710814,Gastropub
89,101,PALACIO             ,3,Majareta,40.412453,-3.71016,Tapas Restaurant
90,101,PALACIO             ,3,Madrid río Café,40.41765858819497,-3.7215969090759935,Gastropub
91,101,PALACIO             ,3,Bar Restaurante Urumea II,40.410804979813925,-3.710189073481454,Tapas Restaurant
92,101,PALACIO             ,3,Lorena,40.41130902630889,-3.7089456998835444,Tapas Restaurant
93,101,PALACIO             ,3,Dehesa Santa María,40.41521986421654,-3.713437962658213,Tapas Restaurant
94,101,PALACIO             ,3,Toma Jamón,40.4107662981287,-3.7134115078159144,Tapas Restaurant
95,101,PALACIO             ,3,El Viajero,40.411631823720235,-3.7103431893270384,Tapas Restaurant
96,101,PALACIO             ,3,La Taberna del Príncipe,40.42127636416434,-3.7178802716111337,Tapas Restaurant
97,201,IMPERIAL            ,1,El Capricho Extremeño,40.407090407096,-3.70826083435309,Tapas Restaurant
98,201,IMPERIAL            ,1,Pizzeria Mayor,40.412788599966305,-3.7174735135512917,Pizza Place
99,201,IMPERIAL            ,1,Pez Tortilla,40.411781658448255,-3.7105174528339666,Tapas Restaurant
100,201,IMPERIAL            ,1,La Taquería de Birra,40.41160529869899,-3.7135694765833738,Mexican Restaurant
101,201,IMPERIAL            ,1,Al Settimo Cielo,40.41050892900634,-3.7103206370563853,Pizza Place
102,201,IMPERIAL            ,1,Le Crust Pizza Bar,40.400922,-3.70989,Pizza Place
103,201,IMPERIAL            ,1,La Nieta Carmela,40.41055144149123,-3.7103027088945604,Snack Place
104,201,IMPERIAL            ,1,Café Pavón,40.41015211180619,-3.7063668093387503,Breakfast Spot
105,201,IMPERIAL            ,1,Mamúa Café Bar,40.41029576310337,-3.7073277085748924,Pizza Place
106,201,IMPERIAL            ,1,Domino's Pizza,40.40558977984799,-3.716412178764935,Pizza Place
107,201,IMPERIAL            ,1,Boconó Specialty Coffee,40.410585280387586,-3.706855521898219,Café
108,201,IMPERIAL            ,1,Atelier Cafè De La Llana,40.40921543710092,-3.705664564403512,Café
109,201,IMPERIAL            ,1,Sahuaro,40.41108639348676,-3.7072020194931703,Mexican Restaurant
110,201,IMPERIAL            ,1,Angus,40.406993276447125,-3.725004542324277,Burger Joint
111,201,IMPERIAL            ,1,El 7 de Zahonero,40.40033472928856,-3.7122992730998177,Tapas Restaurant
112,201,IMPERIAL            ,1,100 Montaditos,40.41395459799019,-3.7244467409872275,Sandwich Place
113,201,IMPERIAL            ,1,Colby Cafe,40.40713184312889,-3.716759168580845,Café
114,201,IMPERIAL            ,1,Cafetería Pirámides,40.40125369322763,-3.715011011634677,Café
115,201,IMPERIAL            ,1,La Casa De Zhou,40.40515740677846,-3.7163080930525005,Chinese Restaurant
116,201,IMPERIAL            ,1,Bar La Ribera,40.41356548430897,-3.720835447311402,Breakfast Spot
117,201,IMPERIAL            ,1,La Parroquia,40.40800649145529,-3.717418351674843,Diner
118,201,IMPERIAL            ,1,Restaurante City Garden,40.402386557790955,-3.7137862086735263,Chinese Restaurant
119,201,IMPERIAL            ,1,Cafeteria Pontones,40.40527651338389,-3.714657619618259,Diner
120,201,IMPERIAL            ,1,Burger King,40.40677296066741,-3.7243991793855096,Fast Food Restaurant
121,201,IMPERIAL            ,1,Rodilla,40.403493,-3.71441,Sandwich Place
122,201,IMPERIAL            ,1,Cervecería La Competencia,40.405956,-3.723169,Diner
123,201,IMPERIAL            ,1,Obrador San Francisco,40.410711,-3.71323,Bakery
124,201,IMPERIAL            ,1,Acacias Bar,40.40224592,-3.7114556,Café
125,201,IMPERIAL            ,1,Pastelería Greta,40.412073390080195,-3.7246554547127717,Bakery
126,201,IMPERIAL            ,1,Riqano,40.40137030938082,-3.7098974390895783,Bakery
127,201,IMPERIAL            ,1,Bar Cafetería El Puente,40.39959339370004,-3.7110396527723717,Breakfast Spot
128,201,IMPERIAL            ,1,Cafetería Quinta De Goya,40.41366842150902,-3.7248790047817644,Café
129,201,IMPERIAL            ,1,Taberna Del Santo,40.39805310592874,-3.718607941478942,Snack Place
130,201,IMPERIAL            ,1,Papa John's Pizza,40.401895,-3.707447,Pizza Place
131,201,IMPERIAL            ,1,Kebab Amnu,40.41404030410337,-3.7252763295673663,Fast Food Restaurant
132,201,IMPERIAL            ,1,Janna,40.40899795265316,-3.7295138157060186,Snack Place
133,201,IMPERIAL            ,1,puerto pirata,40.407107754561004,-3.7256072602041126,Café
134,201,IMPERIAL            ,1,Burger King,40.41385457279063,-3.720681124578544,Fast Food Restaurant
135,201,IMPERIAL            ,1,Chino Feliz,40.41338704034075,-3.726152573483827,Chinese Restaurant
136,201,IMPERIAL            ,2,El Landó,40.411899822,-3.71507637,Spanish Restaurant
137,201,IMPERIAL            ,2,Seoul,40.41105892100128,-3.7180896567617623,Korean Restaurant
138,201,IMPERIAL            ,2,Taberna Errante,40.41098247599251,-3.7127128955849655,Mediterranean Restaurant
139,201,IMPERIAL            ,2,Casa Dani,40.40923486655367,-3.7110553920231495,Tapas Restaurant
140,201,IMPERIAL            ,2,Juana la Loca Pintxos-Bar,40.41134,-3.711101,Tapas Restaurant
141,201,IMPERIAL            ,2,Restaurante Los Castaños,40.410113964559535,-3.712272903700864,Spanish Restaurant
142,201,IMPERIAL            ,2,Xentes,40.40998159530203,-3.710378455989174,Spanish Restaurant
143,201,IMPERIAL            ,2,sushi raku,40.404623,-3.708216,Sushi Restaurant
144,201,IMPERIAL            ,2,Nina Pasta Bar,40.409508,-3.7088363,Italian Restaurant
145,201,IMPERIAL            ,2,Café Bar Delic,40.41273870787581,-3.711678450125613,Café
146,201,IMPERIAL            ,2,El Rancho Argentino,40.40140620664094,-3.7179060992758606,Argentinian Restaurant
147,201,IMPERIAL            ,2,Toga,40.41111841899132,-3.70667299456038,Spanish Restaurant
148,201,IMPERIAL            ,2,Viva Burger,40.41263019326825,-3.7116827479753303,Vegetarian / Vegan Restaurant
149,201,IMPERIAL            ,2,Casa Lucio,40.412072753,-3.709700554,Spanish Restaurant
150,201,IMPERIAL            ,2,Charlie Champagne,40.41393640099747,-3.712647348286377,Restaurant
151,201,IMPERIAL            ,2,MartinaCocina,40.41000076757413,-3.7072936379830908,Café
152,201,IMPERIAL            ,2,La Perejila,40.41238644200305,-3.709265060780486,Spanish Restaurant
153,201,IMPERIAL            ,2,Astór Gastrobar,40.41273,-3.709617,Spanish Restaurant
154,201,IMPERIAL            ,2,pura vida vegan bar,40.41020847303393,-3.709029348112721,Vegetarian / Vegan Restaurant
155,201,IMPERIAL            ,2,Mad Café,40.41237079206074,-3.708825691824009,American Restaurant
156,201,IMPERIAL            ,2,Txirimiri,40.4111523934205,-3.710426686180131,Tapas Restaurant
157,201,IMPERIAL            ,2,Gauranga Trascendental Food,40.412891557155,-3.7134861946105957,Vegetarian / Vegan Restaurant
158,201,IMPERIAL            ,2,El Brote,40.4106369154344,-3.7083685398101807,Restaurant
159,201,IMPERIAL            ,2,Montepinos,40.403596350870764,-3.7136552084797287,Spanish Restaurant
160,201,IMPERIAL            ,2,La Barca del Patio,40.41056,-3.707405,Spanish Restaurant
161,201,IMPERIAL            ,2,Arroceria Imperial,40.404255,-3.715239,Mediterranean Restaurant
162,201,IMPERIAL            ,2,Restaurante Rasputín,40.412101165205065,-3.7135574283690183,Restaurant
163,201,IMPERIAL            ,2,La Encomienda,40.410671971184456,-3.7059818747088813,Vegetarian / Vegan Restaurant
164,201,IMPERIAL            ,2,Restaurante Peruano Mis Tradiciones,40.39981626548801,-3.71102238694507,Peruvian Restaurant
165,201,IMPERIAL            ,2,Posada de la Villa,40.413085497,-3.708450842,Restaurant
166,201,IMPERIAL            ,2,Taberna de Lucio,40.41229848790274,-3.7094832512315294,Tapas Restaurant
167,201,IMPERIAL            ,2,Oliveros,40.411444825,-3.70760475,Spanish Restaurant
168,201,IMPERIAL            ,2,La Casa del Lacón,40.41376693644032,-3.724670798793811,Spanish Restaurant
169,201,IMPERIAL            ,2,Restaurante Posada del Dragón,40.41307951749643,-3.7085208409364583,Restaurant
170,201,IMPERIAL            ,2,camoati,40.413274618632805,-3.7122836094834195,Latin American Restaurant
171,201,IMPERIAL            ,2,Malacatín,40.410377702680606,-3.7076286397305664,Spanish Restaurant
172,201,IMPERIAL            ,2,Taberna del Capitán Alatriste,40.41262258,-3.708385061,Spanish Restaurant
173,201,IMPERIAL            ,2,Casa Amadeo - Los Caracoles,40.41053814682712,-3.707306654698466,Spanish Restaurant
174,201,IMPERIAL            ,2,El Arrozal,40.41372638929047,-3.711085754650266,Spanish Restaurant
175,201,IMPERIAL            ,2,La Antoñita,40.4130849147541,-3.7085505691060217,Spanish Restaurant
176,201,IMPERIAL            ,2,Taquería del Alamillo,40.41369706295375,-3.712548781764304,Mexican Restaurant
177,201,IMPERIAL            ,2,La Fogata,40.41374461475548,-3.7243196202681768,Latin American Restaurant
178,201,IMPERIAL            ,2,La Herradura,40.40857850865012,-3.717496643019891,Spanish Restaurant
179,201,IMPERIAL            ,2,Mesón El Chacón,40.41376546381147,-3.7247553378153055,Spanish Restaurant
180,201,IMPERIAL            ,2,El Ventorrillo,40.413000344022095,-3.7138676599138702,Spanish Restaurant
181,201,IMPERIAL            ,2,Los Tronquitos,40.409952111488224,-3.7195663426169174,Spanish Restaurant
182,201,IMPERIAL            ,2,La Panera de Arman,40.41323910784528,-3.719420430855074,BBQ Joint
183,201,IMPERIAL            ,2,Cantespino,40.40230949181377,-3.7136266173486185,Spanish Restaurant
184,201,IMPERIAL            ,2,By Cruz,40.41240797468785,-3.717639100715398,Spanish Restaurant
185,201,IMPERIAL            ,2,Sushicome,40.41136898463154,-3.7184115064841117,Japanese Restaurant
186,201,IMPERIAL            ,2,Porca Miseria,40.402476,-3.71352,Italian Restaurant
187,201,IMPERIAL            ,2,Ceveceria Cabo Fisterra,40.399266,-3.7098529000000005,Spanish Restaurant
188,201,IMPERIAL            ,2,Bar Restaurante El Mirador de San Isidro,40.40212135894403,-3.71374580337267,Restaurant
189,201,IMPERIAL            ,2,La Taberna Fantástica,40.40023220370225,-3.7105312124224183,Spanish Restaurant
190,201,IMPERIAL            ,2,O'Ribeiriño,40.4021085672933,-3.714928995579874,Spanish Restaurant
191,201,IMPERIAL            ,2,La Esquina del Calderón,40.40508253168902,-3.7222929558851106,Spanish Restaurant
192,201,IMPERIAL            ,2,El Delantal,40.412155107845614,-3.7175571357130823,Spanish Restaurant
193,201,IMPERIAL            ,2,El Recetario de Madrid,40.4070296614741,-3.724313403978597,Spanish Restaurant
194,201,IMPERIAL            ,2,El Chiscón De La Ribera,40.40151949332272,-3.719265885404367,Spanish Restaurant
195,201,IMPERIAL            ,2,O Breogan,40.4130012472297,-3.7192622277739047,Spanish Restaurant
196,201,IMPERIAL            ,2,Café Montes,40.402147,-3.724365,Spanish Restaurant
197,201,IMPERIAL            ,2,El Grove,40.41362646591138,-3.725017336987115,Spanish Restaurant
198,201,IMPERIAL            ,2,Cafeteria Cucos,40.397602915763855,-3.716515,Spanish Restaurant
199,201,IMPERIAL            ,2,Foster's Hollywood,40.40705861730812,-3.7242865702729064,American Restaurant
200,201,IMPERIAL            ,2,Mesón a Ría de Noia,40.414045102654505,-3.7247661673608947,Spanish Restaurant
201,201,IMPERIAL            ,3,Taberna Sanlúcar,40.410970654839254,-3.71319061442631,Tapas Restaurant
202,201,IMPERIAL            ,3,Taberna Almería,40.410716,-3.712309,Tapas Restaurant
203,201,IMPERIAL            ,3,Los Caracoles,40.40768347870091,-3.7111579284003664,Tapas Restaurant
204,201,IMPERIAL            ,3,Taberna Rayuela,40.41317891156541,-3.7134962971934686,Tapas Restaurant
205,201,IMPERIAL            ,3,Mar&Ola,40.412110647922,-3.7106201645978993,Tapas Restaurant
206,201,IMPERIAL            ,3,Matritum,40.412177606420805,-3.709223228765578,Tapas Restaurant
207,201,IMPERIAL            ,3,Casa Lucas,40.412314855210234,-3.7094367228292757,Tapas Restaurant
208,201,IMPERIAL            ,3,El Bombín de Sabina,40.410267960621866,-3.711838411130233,Tapas Restaurant
209,201,IMPERIAL            ,3,Taberna El Buo,40.41133282498083,-3.7104427441233305,Tapas Restaurant
210,201,IMPERIAL            ,3,Bar Eduardo,40.40912479062481,-3.7101398754000843,Tapas Restaurant
211,201,IMPERIAL            ,3,La Chusquery,40.412229741330215,-3.711640374277176,Tapas Restaurant
212,201,IMPERIAL            ,3,Casa Victor,40.412429001191434,-3.7091671270452693,Tapas Restaurant
213,201,IMPERIAL            ,3,Zoco Comidero Bar,40.41328907548855,-3.7134631663750186,Gastropub
214,201,IMPERIAL            ,3,Taberna La Concha,40.41328553264532,-3.7083632649818323,Tapas Restaurant
215,201,IMPERIAL            ,3,La Trastienda,40.41198284759262,-3.7146301644124278,Tapas Restaurant
216,201,IMPERIAL            ,3,La Musa Latina,40.41283455101768,-3.7117671604527014,Tapas Restaurant
217,201,IMPERIAL            ,3,Sidreria Asgaya,40.402687,-3.7138362,Tapas Restaurant
218,201,IMPERIAL            ,3,Korgui Bar Gastronómico,40.41391286150423,-3.711304292030392,Gastropub
219,201,IMPERIAL            ,3,Cerveceria Ruyma,40.404255611015216,-3.717923923929534,Tapas Restaurant
220,201,IMPERIAL            ,3,Toma Jamón,40.4107662981287,-3.7134115078159144,Tapas Restaurant
221,201,IMPERIAL            ,3,Dehesa Santa María,40.41521986421654,-3.713437962658213,Tapas Restaurant
222,201,IMPERIAL            ,3,Cervecería Jamonería Leomar,40.40481553661981,-3.7222165346971043,Tapas Restaurant
223,201,IMPERIAL            ,3,Bar El Doblete,40.40140356938051,-3.719182919894333,Tapas Restaurant
224,201,IMPERIAL            ,3,Rebujita Café Tapas,40.402330009631456,-3.708155376675122,Tapas Restaurant
225,201,IMPERIAL            ,4,O'boi,40.400043520000004,-3.7109298799999992,Steakhouse
226,301,PACIFICO            ,1,El Rincón de Fogg,40.404065,-3.677902,Burger Joint
227,301,PACIFICO            ,1,Panadería Pastelería Los Canasteros,40.405196136188856,-3.67427691753023,Bakery
228,301,PACIFICO            ,1,Mezcal,40.406796,-3.677795,Mexican Restaurant
229,301,PACIFICO            ,1,Tu Situ,40.39379376196724,-3.6756021940582135,Café
230,301,PACIFICO            ,1,Churrería Chocolatería Patuchurro,40.39349341572916,-3.6788953528215793,Breakfast Spot
231,301,PACIFICO            ,1,Churreria La Mejor,40.40027,-3.673496,Breakfast Spot
232,301,PACIFICO            ,1,Domino's Pizza,40.40218756346087,-3.6782518527083377,Pizza Place
233,301,PACIFICO            ,1,Ruta Las Hurdes,40.40227989671096,-3.6738338512955258,Diner
234,301,PACIFICO            ,1,Twin Pizza,40.407205021771155,-3.674529519777039,Pizza Place
235,301,PACIFICO            ,1,Panaria,40.405007582443936,-3.6827441791489615,Bakery
236,301,PACIFICO            ,1,La Mordida De Pio,40.41367370964186,-3.674253652423196,Mexican Restaurant
237,301,PACIFICO            ,1,Restaurante La Dehesa Café,40.407362316808936,-3.6766843048559124,Diner
238,301,PACIFICO            ,1,La Perla Oriental,40.39937105612185,-3.65938131047813,Chinese Restaurant
239,301,PACIFICO            ,1,Granier,40.4020116770184,-3.674385568988622,Bakery
240,301,PACIFICO            ,1,Panaria,40.39606857299805,-3.6647980213165283,Bakery
241,301,PACIFICO            ,1,Alegria,40.40160339796777,-3.6884029554963904,Chinese Restaurant
242,301,PACIFICO            ,1,MARIANA Café - Bar & After Work,40.398115944947065,-3.686270290653032,Breakfast Spot
243,301,PACIFICO            ,1,Bar Macarena,40.39495198489987,-3.6646485337385024,Burger Joint
244,301,PACIFICO            ,1,Pastelería Longinos,40.39894272103671,-3.684730439764688,Bakery
245,301,PACIFICO            ,1,El Hayedo,40.39301452161151,-3.679373993412405,Café
246,301,PACIFICO            ,1,Restaurante Chino Victoria,40.39339784673462,-3.666257858276367,Chinese Restaurant
247,301,PACIFICO            ,1,Cafetería Ave Madrid Sevilla,40.405023408049075,-3.6890152826832967,Diner
248,301,PACIFICO            ,1,Natural Break,40.406628420035844,-3.6893024379985437,Café
249,301,PACIFICO            ,1,PICK UP Express,40.39419181111765,-3.661707489873589,Pizza Place
250,301,PACIFICO            ,2,Gangnam,40.40281988224854,-3.6717117544024824,Korean Restaurant
251,301,PACIFICO            ,2,La Cevicucheria,40.40267859397597,-3.680336090781132,Peruvian Restaurant
252,301,PACIFICO            ,2,Sidreria Astur II,40.405341122160486,-3.677504335030711,Spanish Restaurant
253,301,PACIFICO            ,2,Rincon De Extremadura,40.40701655752132,-3.6782717844959585,Spanish Restaurant
254,301,PACIFICO            ,2,Taberna Griega,40.4037412,-3.6779324,Greek Restaurant
255,301,PACIFICO            ,2,Don Giovanni,40.407648,-3.680188,Italian Restaurant
256,301,PACIFICO            ,2,El Caldero,40.402563337193996,-3.6806634245088032,Restaurant
257,301,PACIFICO            ,2,Callao24 by Jhosef Arias,40.39797561760422,-3.667129576206207,Peruvian Restaurant
258,301,PACIFICO            ,2,Mesón Restaurante  El Segoviano,40.4048478,-3.683351,Spanish Restaurant
259,301,PACIFICO            ,2,Restaurante Mediterráneo,40.40679706735527,-3.671417546718849,Spanish Restaurant
260,301,PACIFICO            ,2,Doner kebab madrid,40.40634318241905,-3.6765283318278335,Indian Restaurant
261,301,PACIFICO            ,2,Bodegas Rosell,40.403802520431654,-3.6906202941279647,Spanish Restaurant
262,301,PACIFICO            ,2,Taberna Búlgara,40.40322270972992,-3.663089680862082,Eastern European Restaurant
263,301,PACIFICO            ,2,La Pentola Magica,40.405021,-3.682701,Italian Restaurant
264,301,PACIFICO            ,2,Restaurante Puerta Bisagra,40.40181927378037,-3.660041116010407,Restaurant
265,301,PACIFICO            ,2,Candela Pinchos & Drinks,40.40252382311442,-3.679897897273802,Spanish Restaurant
266,301,PACIFICO            ,2,Pazo de Coruña,40.41361328188346,-3.6746505312548474,Spanish Restaurant
267,301,PACIFICO            ,2,Casa Santoña,40.41132894804058,-3.6710535102530657,Spanish Restaurant
268,301,PACIFICO            ,2,El Rosario,40.403587409155726,-3.690663146616292,Restaurant
269,301,PACIFICO            ,2,la esquina de tellez,40.40275639838298,-3.6805993182043046,Restaurant
270,301,PACIFICO            ,2,New Bombay Palace,40.40495998117542,-3.671540576680082,Indian Restaurant
271,301,PACIFICO            ,2,Restaurante Landania,40.408248928,-3.67466075,Mediterranean Restaurant
272,301,PACIFICO            ,2,The Names Coffee & Art,40.39632587179921,-3.6848186014877955,Mediterranean Restaurant
273,301,PACIFICO            ,2,Restaurante Chino Jin Yuan,40.40317599898042,-3.6814112813846984,Asian Restaurant
274,301,PACIFICO            ,2,Lupita IV,40.39705062703654,-3.6652030932024893,South American Restaurant
275,301,PACIFICO            ,2,Venta La Reina,40.40727107976985,-3.6806676777616856,Spanish Restaurant
276,301,PACIFICO            ,2,Las Costillas,40.39493050745965,-3.6667614861352926,BBQ Joint
277,301,PACIFICO            ,2,L'Officina,40.39733109159207,-3.6832414038732795,Italian Restaurant
278,301,PACIFICO            ,2,"AS, FONTES",40.404322737414816,-3.6906389337409338,Restaurant
